Name,Overall Quality,Total Ratings,Hot,Easiness,Department,College
"Bach, Rebecca",4.2,5,Not Hot,3.4,Sociology,Duke
"Arce, Antonio",3,1,Not Hot,4,Latin American Studies,Duke
"Arcidiacono, Peter",4.2,11,Not Hot,2.4,Economics,Duke
"Argondezzi, Talia",3.1,5,Not Hot,2.6,Writing,Duke
"Armaleo, Daniele",4.7,17,Hot,2.2,Biology,Duke
"Asher, Steven",4.1,9,Not Hot,3.1,Psychology,Duke
"Askounis, Christina",3.8,10,Not Hot,2.5,English,Duke
"Astrachan, Owen",4,65,Not Hot,3.5,Computer Science,Duke
"Au, Jeffrey",4,8,Not Hot,4.1,Athletics,Duke
"Bacarreza, Leonardo",3.8,3,Not Hot,2.7,Spanish,Duke
"Bacher, Bob",5,1,Not Hot,5,Religion,Duke
"Baick, Brian",5,1,Not Hot,1,Accounting,Duke
"Bailey, Chip",1,1,Not Hot,4,Nursing,Duke
"Baker, Jennifer", ,0,Not Hot, ,Philosophy,Duke
"Baker, Paul",2.1,16,Not Hot,2.5,Geology,Duke
"Baldwin, Steven",4.7,57,Not Hot,2.7,Chemistry,Duke
"Ballantyne, Robert",4.2,2,Not Hot,4,Education,Duke
"Banks, David",3.9,25,Not Hot,2,Statistics,Duke
"Bar-On, Rann",4,69,Not Hot,2.1,Mathematics,Duke
"Baranger, Harold",4.5,1,Not Hot,4,Physics,Duke
"Barker, James",4.9,9,Hot,2.3,History,Duke
"Bailey, Cathryn",2.7,5,Not Hot,1.8,Women's Studies,Duke
"Baird, Daniel",2,1,Not Hot,5,Literature,Duke
"Baker, Lee",4.8,2,Not Hot,2.5,Anthropology,Duke
"Balachandran, Prakash",3.5,3,Hot,2,Mathematics,Duke
"Baletti, Brenda",4,1,Not Hot,4,Writing,Duke
"Balleisen, Edward",3.9,11,Not Hot,2.4,Economics,Duke
"Bar, Neta", ,0,Not Hot, ,Anthropology,Duke
"Baran, Dominika",4.4,7,Not Hot,3.9,English,Duke
"Bardon, Ruth",4.8,11,Not Hot,2.8,English,Duke
"Barnett, Fiona", ,0,Not Hot, ,Literature,Duke
"Barr, Roger",4.2,5,Not Hot,4.2,Engineering,Duke
"Barros, Joanna",3,9,Not Hot,3.7,Languages,Duke
"Baugh, Ryan",3.7,5,Not Hot,2.8,Biology,Duke
"Bayern, Shawn",5,1,Hot,2,Law,Duke
"Beale, Tom",3.9,5,Not Hot,3.4,Mathematics,Duke
"Becker, Charles",4.5,1,Not Hot,3,Economics,Duke
"Beese, Lorena",2.1,4,Not Hot,2.8,Chemistry,Duke
"Behringer, Robert",2.3,8,Not Hot,3.1,Physics,Duke
"Bejsovec, Amy",3.1,27,Not Hot,1.8,Biology,Duke
"Belilgne, Maleda",3,1,Not Hot,2,Writing,Duke
"Barros, Ana",2.2,6,Not Hot,2.5,Engineering,Duke
"Bartlett, Katharine", ,0,Not Hot, ,Law,Duke
"Baumbach, Nico",4.7,3,Hot,2.3,Literature,Duke
"Beale, Sara Sun",4.3,3,Hot,2.7,Law,Duke
"Beaule, Christine",2.9,17,Not Hot,2.5,Anthropology,Duke
"Beckwith, Sarah",3.8,7,Not Hot,3.3,English,Duke
"Begali, Mattia",4.2,4,Not Hot,5,Languages,Duke
"Bejan, Adrian",4.8,7,Hot,1.3,Engineering,Duke
"Belaud, Anais",3.8,2,Hot,3.5,Languages,Duke
"Belkina, Anya",4.4,8,Hot,4.1,Graphic Arts,Duke
"Bell, David",3,1,Not Hot,1,Languages,Duke
"Bell, Neal",5,1,Not Hot,4,Theater,Duke
"Bend, Torry",4,1,Hot,1,Theater,Duke
"Benfey, Elisabeth",4.6,6,Not Hot,3.7,Film,Duke
"Bennett, Gary",4.6,8,Hot,4.1,Psychology,Duke
"Bennett, Philip",5,1,Not Hot,4,Public Policy,Duke
"Berensteanu, Arie",1,1,Not Hot,2,Economics,Duke
"Berkesch, Christine",3.9,8,Hot,3.1,Mathematics,Duke
"Bermeo, Sarah",3.9,5,Not Hot,3,Public Policy,Duke
"Bernstein, Andrew", ,0,Not Hot, ,Philosophy,Duke
"Bell, Gregory",4.2,3,Not Hot,4,History,Duke
"Belov, Sergei",1.8,6,Not Hot,1.7,Mathematics,Duke
"Bendich, Paul",4.7,5,Not Hot,1.6,Mathematics,Duke
"Benfey, Philip", ,0,Not Hot, ,Biology,Duke
"Bennett, Jana", ,0,Not Hot, ,Religion,Duke
"Beramendi, Pablo",4,6,Not Hot,3,Political Science,Duke
"Berger, Teresa",5,2,Hot,3,Religion,Duke
"Berkey, James",3,3,Not Hot,3.3,Writing,Duke
"Bernhardt, Emily",3.1,4,Not Hot,2,Biology,Duke
"Bernstein, Sara",4.5,3,Not Hot,2.7,Philosophy,Duke
"Bertucci, Sonja",3.1,6,Hot,2.3,Languages,Duke
"Biewen, John",4.2,2,Hot,3,Documentary Studies,Duke
"Bilbo, Staci",4,2,Not Hot,1,Psychology,Duke
"Bishop, Kristin", ,0,Not Hot, ,Biology,Duke
"Blackshear, John",5,1,Not Hot,4,Psychology,Duke
"Blake, Lewis",4.6,60,Not Hot,2.6,Mathematics,Duke
"Blankenship, Kim", ,0,Not Hot, ,Sociology,Duke
"Bliwise, Robert",2.7,7,Not Hot,2.7,Journalism,Duke
"Blood-Siegfried, Jane",4.5,1,Hot,2,Nursing,Duke
"Boadu, Fred", ,0,Not Hot, ,Engineering,Duke
"Bickers-Bock, Lindsey",2.5,1,Not Hot,2,Physical Education,Duke
"Bigelow, Jamie", ,0,Not Hot, ,Mathematics,Duke
"Billaux, Christine",2.5,1,Not Hot,2,Languages,Duke
"Black, Michael", ,0,Not Hot, ,Paleontology,Duke
"Blais, William", ,0,Not Hot, ,Law,Duke
"Bland, Kalman",3.5,19,Not Hot,3,Theology,Duke
"Blatti, Stephan",4.3,6,Not Hot,3.3,Philosophy,Duke
"Block, Alexandra",4,6,Not Hot,3.3,Writing,Duke
"Blount, Alma",4.1,16,Not Hot,2.3,Public Policy,Duke
"Boals, Adriel",4.3,29,Not Hot,4.2,Psychology,Duke
"Board, John",4.5,5,Not Hot,1.8,Engineering,Duke
"Bobrowski, Omer",4.8,4,Not Hot,3.5,Mathematics,Duke
"Bogaert, Antonio",4.5,2,Not Hot,5,Art & Art History,Duke
"Boling, John",2.5,1,Not Hot,2,Mathematics,Duke
"Bonassi, Fernando",5,2,Not Hot,3,Mathematics,Duke
"Bonilla-Silva, Eduardo",3.8,16,Not Hot,2.7,Sociology,Duke
"Bonus, Alexander",2.2,2,Not Hot,4,Music,Duke
"Boon, Jessica",4.5,12,Not Hot,2.7,Writing,Duke
"Boudreau, Alan",3,1,Not Hot,5,Geology,Duke
"Boatwright, Mary",3.9,19,Not Hot,3,Classics,Duke
"Boero, Silvia",4.6,6,Hot,4.7,Languages,Duke
"Bogen, Nicholas",5,2,Not Hot,5,Science,Duke
"Bollerslev, Tim", ,0,Not Hot, ,Economics,Duke
"Bonikowski, Bart", ,0,Not Hot, ,Sociology,Duke
"Bonk, James",4,39,Not Hot,4,Chemistry,Duke
"Bonner, Melanie",4.4,4,Hot,4.5,Psychology,Duke
"Bookman, Jack",3.4,37,Not Hot,2.2,Mathematics,Duke
"Borchardt, Frank",4.5,7,Not Hot,4.1,Languages,Duke
"Boulos, John",5,1,Not Hot,5,Chemistry,Duke
"Bouvrie, Jake",4,2,Not Hot,2.5,Mathematics,Duke
"Bowen, Matt",2.2,10,Not Hot,2,Mathematics,Duke
"Bowers, Midge", ,0,Not Hot, ,Nursing,Duke
"Boyd, Larry",4.6,4,Not Hot,2.8,Engineering,Duke
"Boyle, James",3.5,2,Not Hot,1.5,Law,Duke
"Bradshaw, Wanda",4.8,4,Hot,1.5,Nursing,Duke
"Brady, Rachael",4.7,3,Hot,3.3,Information Science,Duke
"Brandon, Robert",4,3,Not Hot,3.7,Philosophy,Duke
"Brannon, Elizabeth",3.8,9,Not Hot,3.2,Psychology,Duke
"Bray, Clark",4.2,82,Not Hot,2.1,Mathematics,Duke
"Bouzarth, Elizabeth",3.6,9,Not Hot,3.6,Mathematics,Duke
"Bower, Robin", ,0,Not Hot, ,Spanish,Duke
"Boyd, David",4.9,6,Hot,4.2,Anthropology,Duke
"Boyer, Sujin Pak", ,0,Not Hot, ,Church History,Duke
"Brackett, John",5,1,Not Hot,5,Music,Duke
"Brady, David",4,12,Not Hot,3.8,Electrical Engineering,Duke
"Brandon, Debra",5,2,Hot,1.5,Nursing,Duke
"Brands, Hal",5,1,Hot,1,Latin American Studies,Duke
"Brav, Alon",4,4,Hot,2.5,Business,Duke
"Bray, Hubert",4.8,5,Not Hot,5,Mathematics,Duke
"Breckinridge, Daya", ,0,Not Hot, ,Nursing,Duke
"Brendese, Philip",4.5,3,Hot,2.7,Political Science,Duke
"Brim, Matthew",4.4,13,Hot,3.4,Writing,Duke
"Britton, Julie", ,0,Not Hot, ,Marketing,Duke
"Brooks, David", ,0,Not Hot, ,Public Policy,Duke
"Broverman, Sherryl",3.5,37,Not Hot,3.4,Biology,Duke
"Brown, Bill",4,2,Not Hot,3,Law,Duke
"Brown, John",2.8,16,Not Hot,3.6,Music,Duke
"Brown, Robert",3.7,41,Not Hot,2.5,Physics,Duke
"Bruzelius, Caroline",4.8,12,Hot,3.2,Fine Arts,Duke
"Bregent-Heald, Dominique", ,0,Not Hot, ,History,Duke
"Brennan, Geoffrey",4,2,Not Hot,4,Economics,Duke
"Brion, John", ,0,Not Hot, ,Nursing,Duke
"Brooke, Martin",1.7,3,Not Hot,4.3,Engineering,Duke
"Brothers, Tom",3,11,Not Hot,2.5,Music,Duke
"Brown, April",5,1,Not Hot,4,Engineering,Duke
"Brown, Derek",2.5,1,Not Hot,2,Economics,Duke
"Brown, Margaret",4.8,4,Not Hot,3.8,Anthropology,Duke
"Brown, Tony",4.6,11,Not Hot,2.6,Public Policy,Duke
"Brzezinski, Max",5,1,Hot,3,English,Duke
"Buchanan, Allen",4.9,6,Not Hot,3,Philosophy,Duke
"Budhecha, Parag",3.2,10,Not Hot,3.3,Writing,Duke
"Burge, Jen",5,1,Hot,3,Computer Science,Duke
"Burkett, Andrew",5,2,Hot,2,English,Duke
"Burnside, Craig",3.3,11,Not Hot,2.7,Economics,Duke
"Buthe, Tim",3.1,8,Not Hot,1.8,Political Science,Duke
"Byerly, Ingrid",4.6,40,Not Hot,3.8,Anthropology,Duke
"Byrne, Julie",4.2,4,Hot,2.8,Religion,Duke
"Cabeza, Roberto",3.5,22,Not Hot,3.6,Psychology,Duke
"Cagle, Nicolette",4.7,10,Hot,4.2,Writing,Duke
"Buchler, Nicolas",4,3,Not Hot,2,Biology,Duke
"Bueno, Joaquin",4.5,3,Hot,3.7,Spanish,Duke
"Burian, Peter",4.6,4,Not Hot,3.2,Classics,Duke
"Burns, Fred",4.4,8,Not Hot,3.8,Film,Duke
"Bursac, Nenad",2.2,5,Not Hot,1.6,Engineering,Duke
"Butnaru, Mirela",4.2,14,Not Hot,2.8,Languages,Duke
"Byers, Andrew",5,3,Not Hot,2,History,Duke
"Bonker, Dirk",4.5,1,Not Hot,2,History,Duke
"Cabezas, Oscar",4.6,9,Hot,4.8,Languages,Duke
"Cai, Jie",4.6,24,Not Hot,3.8,Languages,Duke
"Caldwell, Bruce",4,4,Not Hot,3.8,Economics,Duke
"Callanan, Keegan",5,3,Hot,3,Political Science,Duke
"Campoamor, Leigh", ,0,Not Hot, ,Anthropology,Duke
"Canelas, Dorian",4.3,29,Not Hot,3.1,Chemistry,Duke
"Caputo, Rene D",4.5,1,Not Hot,4,Writing,Duke
"Carboni, Lisa",3.5,2,Not Hot,4,Education,Duke
"Carlsson, Jens", ,0,Not Hot, ,Science,Duke
"Carpio, Toni",1.9,16,Not Hot,3.4,Languages,Duke
"Carter, Brigit", ,0,Not Hot, ,Nursing,Duke
"Cartmill, Matt",3.8,8,Not Hot,3.9,Anthropology,Duke
"Callahan, Clare",5,1,Not Hot,5,English,Duke
"Campbell, Lisa", ,0,Not Hot, ,Science,Duke
"Campt, Tina",2.1,4,Not Hot,2.8,Women's Studies,Duke
"Canteli-Vigon, Marcos",4.3,6,Hot,3.7,Languages,Duke
"Carberry, Emma",2.8,2,Not Hot,3,Mathematics,Duke
"Carin, Lawrence", ,0,Not Hot, ,Electrical Engineering,Duke
"Carnes, Nick",4.2,5,Not Hot,3.2,Public Policy,Duke
"Cartee, Lianne",3.6,7,Not Hot,3.6,Engineering,Duke
"Carter, Phillip",4.5,3,Hot,3.7,English,Duke
"Casa, Laura",4.1,8,Not Hot,3.8,Languages,Duke
"Case, Gretchen",4.4,10,Not Hot,2.9,Writing,Duke
"Castor, Nicole",1.3,5,Not Hot,3,Anthropology,Duke
"Catlla, Anne",4.4,4,Hot,2.2,Mathematics,Duke
"Cerron-Palomino, Fernan",3.5,1,Not Hot,2,Languages,Duke
"Cetinkaya-Rundel, Mine",3.7,7,Not Hot,3,Statistics,Duke
"Chafe, William",4.6,5,Not Hot,2.8,History,Duke
"Chambless, Della",3.7,6,Not Hot,4,Languages,Duke
"Chang, Howard",2,1,Not Hot,2,Mathematics,Duke
"Charbonneau, Benoit",4.4,9,Hot,2.1,Mathematics,Duke
"Charney, Evan",3.9,14,Not Hot,2.8,Public Policy,Duke
"Casey, Kevin",5,3,Not Hot,4,Writing,Duke
"Cat Phan Tran, Jonathan",4,1,Not Hot,4,Writing,Duke
"Cederbaum, Carla",4.4,9,Not Hot,1.9,Mathematics,Duke
"Cerutti, Daniel",4.9,4,Not Hot,3.5,Psychology,Duke
"Chabrier, Christina",4.5,4,Hot,2.8,Languages,Duke
"Chakrabarti, Abhirup",4.5,1,Not Hot,4,Management,Duke
"Chandrasekharan, Shailesh",4.5,10,Not Hot,3,Physics,Duke
"Chapman, Stephen",4.9,4,Hot,3.5,Religion,Duke
"Charle, Guy", ,0,Not Hot, ,Law,Duke
"Chartrand, Tanya",4.9,4,Hot,4.8,Psychology,Duke
"Chase, Jeffrey",3.4,10,Not Hot,3.3,Computer Science,Duke
"Chemerinsky, Erwin",4.6,7,Not Hot,3.1,Political Science,Duke
"Chen, Guangliang",2.1,8,Hot,1.8,Mathematics,Duke
"Ching, Leo",3.9,4,Hot,2.8,Humanities,Duke
"Choffart, Germain",4.5,11,Hot,3.5,Languages,Duke
"Christensen, ",4.3,12,Not Hot,3.6,Biology,Duke
"Church, Jeffrey",4.8,5,Not Hot,4.2,Political Science,Duke
"Cilingiroglu, Meryem",1,1,Not Hot,3,Languages,Duke
"Clark, Elizabeth",3.2,6,Not Hot,3,Theology,Duke
"Claytor, Kevin", ,0,Not Hot, ,Physics,Duke
"Chatrath, Prithijit",3.7,3,Not Hot,3,Anthropology,Duke
"Chen, Chin-Ho", ,0,Not Hot, ,Medicine,Duke
"Chernik, Aria",3.5,7,Not Hot,2.3,Writing,Duke
"Chirila, Ileana",3,4,Not Hot,2.5,Languages,Duke
"Chow, Eileen Chen-Yin",3,2,Not Hot,3.5,Chinese,Duke
"Chuang, Jer-Chin Luke",3.2,7,Not Hot,2.3,Mathematics,Duke
"Churchill, Steven",4.3,20,Hot,3.3,Biology,Duke
"Clark, Charlotte",1.5,1,Not Hot,3,Not Specified,Duke
"Clark, Margaret",1.8,6,Not Hot,3.7,Biology,Duke
"Clements, Dennis", ,0,Not Hot, ,Pediatrics,Duke
"Clifford, Joan",3.9,10,Not Hot,3.8,Languages,Duke
"Clotfelter, Charles",3.3,3,Not Hot,3,Public Policy,Duke
"Coach, AL",5,3,Not Hot,5,Physical Ed,Duke
"Cohen, Matt",2.8,7,Not Hot,2.6,English,Duke
"Coles, Romand",3.5,5,Not Hot,3.4,Political Science,Duke
"Collier, Rick",3.5,6,Not Hot,3.7,Anthropology,Duke
"Coltart, Don",3.4,27,Not Hot,2.4,Chemistry,Duke
"Concannon, Cavan",4.6,5,Not Hot,3.2,Religion,Duke
"Conitzer, Vincent",4,1,Not Hot,3,Computer Science,Duke
"Connors, Joseph",5,3,Hot,4,Political Science,Duke
"Cline, Rory",3,1,Not Hot,3,Languages,Duke
"Clum, John",3.5,4,Not Hot,3.5,Theater,Duke
"Coggins, Brian",3.5,10,Not Hot,2.7,Biology,Duke
"Cohen, Sarah",3.4,4,Not Hot,2.5,Public Policy,Duke
"Collado, Aurora",2.4,6,Not Hot,3,Languages,Duke
"Collins, Leslie",3,4,Not Hot,3.2,Engineering,Duke
"Comer, Denise",4,9,Not Hot,3.3,Writing,Duke
"Connolly, Michelle",3.6,20,Hot,3.2,Economics,Duke
"Conover, Christopher",2.8,8,Not Hot,3.8,Public Policy,Duke
"Conrad, Bob",1.5,1,Not Hot,1,Public Policy,Duke
"Cook, Simon",3.7,28,Hot,2.6,Writing,Duke
"Cooke, Benjamin",5,2,Not Hot,3.5,Mathematics,Duke
"Cooke, Sandra",2.8,6,Hot,3.5,Writing,Duke
"Cooper, Harris",4,1,Not Hot,5,Psychology,Duke
"Copeland, Jennifer",3.5,1,Not Hot,4,Religion,Duke
"Corliss, Bruce",3.8,11,Hot,3.5,Biology,Duke
"Corradini, Corrado",4.8,8,Hot,3.8,Languages,Duke
"Covington, Herb",4.2,2,Hot,4,Psychology,Duke
"Cox, Landon",2.2,7,Not Hot,1,Computer Science,Duke
"Cook, James",2.9,19,Not Hot,3.8,Sociology,Duke
"Cook-Deegan, Robert",5,1,Not Hot,3,Genetics,Duke
"Cooke, Miriam",2.7,5,Not Hot,1.6,Literature,Duke
"Cooper, Bridget",2.3,6,Not Hot,2.2,English,Duke
"Cooper, Penny", ,0,Not Hot, ,Nursing,Duke
"Cordero, Daniella", ,0,Not Hot, ,Psychology,Duke
"Cornwell, Christopher",4.5,2,Hot,3,Mathematics,Duke
"Counihan, Clare",4.2,2,Not Hot,2.5,Women's Studies,Duke
"Cox, Graham",3.5,5,Not Hot,2.8,Mathematics,Duke
"Craig, Steven",4,46,Not Hot,2,Chemistry,Duke
"Crews, Rex",4.9,5,Not Hot,3.2,Classics,Duke
"Crosskey, Miles", ,0,Not Hot, ,Mathematics,Duke
"Crowder, Larry",3.6,4,Not Hot,3.2,Science,Duke
"Crumley, Hugh",4.8,2,Hot,3,Education,Duke
"Cuddahee, Rebecca",4.2,3,Not Hot,2.7,Anthropology,Duke
"Cummer, Steven",4.2,4,Not Hot,2,Engineering,Duke
"Curseen, Allison",3,1,Not Hot,5,English,Duke
"Curtin, Amanda",4.7,3,Hot,4.7,Biology,Duke
"Curtis, Lesley",4.5,1,Hot,2,Languages,Duke
"Cutler, Bonnie",4.5,4,Not Hot,4.8,Film,Duke
"Cross, Jason",4.2,9,Hot,3.8,Health Science,Duke
"Crotty, Michael", ,0,Not Hot, ,History,Duke
"Crumbliss, Alvin",3.7,32,Not Hot,2.9,Science,Duke
"Cruz, Leonard",4,1,Hot,5,Fine Arts,Duke
"Cuesta, Luis F.",4.5,1,Not Hot,3,Languages,Duke
"Cunningham, Cliff",3.8,13,Not Hot,3,Biology,Duke
"Curtarolo, Stefano",4.2,21,Hot,3,Engineering,Duke
"Curtis, Kim",1.8,21,Not Hot,2.8,Political Science,Duke
"Cushmen, John",4.8,2,Hot,5,Political Science,Duke
"Daegman, Rachael",3.5,1,Not Hot,1,English,Duke
"Dahl, Jeremy",3.2,3,Hot,2,Engineering,Duke
"Dainotto, Roberto",4.1,4,Not Hot,4,Languages,Duke
"Dalmas, Franck",1.5,2,Not Hot,1,Languages,Duke
"Daniels, Eric",3.6,9,Not Hot,2.2,History,Duke
"Darity, William",4.8,2,Not Hot,3,Public Policy,Duke
"Daubechies, Ingrid",2.8,6,Not Hot,1.2,Mathematics,Duke
"Davis, Elizabeth",3.5,1,Not Hot,1,Anthropology,Duke
"Davis, Josh",4.6,9,Not Hot,1.8,Mathematics,Duke
"Dawson, Kathy",3.2,3,Not Hot,2.7,Religion,Duke
"De Marchi, Neil",2.6,25,Not Hot,3.2,Economics,Duke
"Dai, Shu",3.2,3,Not Hot,1.7,Mathematics,Duke
"Dale, Gregory",5,1,Hot,5,Physical Education,Duke
"Daniels, Brian",4.8,2,Not Hot,3.5,Languages,Duke
"Darcey, Denis", ,0,Not Hot, ,Medicine,Duke
"Das, Sourish",2.3,10,Not Hot,4.1,Mathematics,Duke
"Davidson, Harry",4.7,20,Not Hot,4.4,Music,Duke
"Davis, Gregson",5,2,Not Hot,4,Classics,Duke
"Davis, Joshua C", ,0,Not Hot, ,Writing,Duke
"Day, Ruth",3,24,Not Hot,3,Psychology,Duke
"De Marchi, Scott",3.5,10,Hot,2.8,Political Science,Duke
"Deering, ",3.2,3,Not Hot,2.3,Mathematics,Duke
"Del Dotto, Charles",3.2,3,Not Hot,2.7,Theater,Duke
"Demir, Nasser",3.2,2,Not Hot,2,Physics,Duke
"Denniston, Ryan",3,2,Not Hot,3.5,Sociology,Duke
"Derks, Halcyon",5,1,Not Hot,2,Mathematics,Duke
"Di Bona, Joseph",3.1,6,Not Hot,5,Education,Duke
"Dickinson, Barbara",2.2,5,Not Hot,2.6,Not Specified,Duke
"Digby, Leslie",3.5,15,Not Hot,2.7,Anthropology,Duke
"Dillon, Jennifer",5,1,Not Hot,3,Art History,Duke
"Dinwoodie, Ian",2.1,9,Not Hot,3.6,Science,Duke
"Degeratu, Anda",3.9,8,Not Hot,2.6,Mathematics,Duke
"Delapp, Kevin",4.9,6,Hot,4.5,Philosophy,Duke
"Denman, Susan",3.5,2,Not Hot,4,Nursing,Duke
"Derby, Jeffrey",3.7,3,Hot,4.3,Engineering,Duke
"Deutsch, Sarah",3.5,1,Not Hot,3,History,Duke
"Diaz Araujo, Iara",4.5,5,Hot,3.8,Languages,Duke
"Dietrich, David",4,1,Not Hot,2,Sociology,Duke
"Digiusto, Gerald",4.9,7,Hot,3.1,Political Science,Duke
"Dillon, Shelia",5,2,Not Hot,3,Art History,Duke
"Dobbins, Ian",3.8,4,Not Hot,3,Psychology,Duke
"Docherty, Sharron",4,2,Hot,1,Nursing,Duke
"Dolgert, Stefan",5,1,Not Hot,4,Government,Duke
"Donahue, William",4.5,1,Not Hot,2,Languages,Duke
"Dong, Xinnian",3.6,9,Not Hot,4,Biology,Duke
"Dorfman, Ariel",4.3,3,Hot,3.7,Literature,Duke
"Dostert, Troy",2.9,14,Not Hot,2.4,Writing,Duke
"Dowell, Earl",4,1,Not Hot,4,Engineering,Duke
"Downes, Alexander",3.3,33,Not Hot,2,Political Science,Duke
"Drogin, Liz",3.4,12,Not Hot,2.2,Sociology,Duke
"Dubois, Laurent",4.9,4,Not Hot,3.2,History,Duke
"Dolbow, John",4.6,8,Hot,3.6,Engineering,Duke
"Donahue, Joe",4.1,7,Not Hot,4.3,English,Duke
"Dong, Xiaoying",4.4,14,Not Hot,2.7,Mathematics,Duke
"Donohue, Kathleen",2.5,2,Not Hot,4,Biology,Duke
"Doriott Anderson, Vanessa",4.5,3,Hot,3.7,Languages,Duke
"Douthit, Patrick", ,0,Not Hot, ,African-American Studies,Duke
"Dowland, Seth",4,11,Not Hot,2,Writing,Duke
"Drea, Christine",4.3,14,Not Hot,2.6,Anthropology,Duke
"Dubois, Katharine",4,9,Not Hot,1.9,History,Duke
"Dueck, Jonathan",4.2,10,Not Hot,4,Writing,Duke
"Dunning, Rebecca",4.4,5,Not Hot,4,Sociology,Duke
"Duvall, Robert",3.3,21,Not Hot,2.5,Computer Science,Duke
"Dylan, Bob", ,0,Not Hot, ,Accounting,Duke
"Eastlund, ",4.5,2,Hot,2.5,Languages,Duke
"Eckert, Karen", ,0,Not Hot, ,Science,Duke
"Edelsbrunner, Herbert",4.8,2,Not Hot,3,Computer Science,Duke
"Egner, Tobias",4.5,4,Not Hot,3.8,Psychology,Duke
"Einheuser, Iris",2.8,6,Not Hot,2.2,Philosophy,Duke
"Eldridge, Albert",4.3,16,Not Hot,3.1,Political Science,Duke
"Elizabeth, Bartlet",1.5,2,Not Hot,2,Music,Duke
"Dushane, Allison",5,1,Not Hot,3,English,Duke
"Dwyer, Chris",2.5,10,Not Hot,2.2,Computer Science,Duke
"Eason, John", ,0,Not Hot, ,Sociology,Duke
"Echeverri, Dalia",3,1,Not Hot,2,Energy Systems,Duke
"Eckert, Scott",5,1,Not Hot,3,Science,Duke
"Edwards, Laura",4.1,8,Not Hot,3.6,History,Duke
"Eilbaum, Nicolas",4.2,10,Not Hot,4,Writing,Duke
"Eisner, Martin",4.6,13,Hot,3,Languages,Duke
"Eley, Michelle",4.8,4,Hot,4,Languages,Duke
"Elkins, Catherine", ,0,Not Hot, ,Public Policy,Duke
"Ellickson, Paul",4.8,4,Not Hot,4,Economics,Duke
"Endo, Hitomi",4.5,14,Not Hot,2.7,Languages,Duke
"Ennis, Michael",4.5,12,Not Hot,3.6,Writing,Duke
"Eraker, Bjorn",3.8,12,Hot,2.4,Economics,Duke
"Erol, Maral",4.6,8,Hot,4.2,Writing,Duke
"Estes, Eric",2.7,8,Not Hot,3.1,Writing,Duke
"Evans, Lawrence",3.5,3,Not Hot,1.7,Physics,Duke
"Ewald, Janet",3.8,6,Not Hot,2.8,History,Duke
"Ezrahi, Sidra",4,2,Not Hot,2.5,Humanities,Duke
"Fair, Richard",3.7,3,Not Hot,3,Engineering,Duke
"Emch, Sheryl",4.3,5,Not Hot,2.8,Writing,Duke
"English, Peter",3.9,12,Not Hot,3.7,History,Duke
"Enyeart, Jack",4.8,4,Not Hot,3,Mathematics,Duke
"Erlien, Christine Marie",4.3,6,Not Hot,3.2,Writing,Duke
"Erwin, Zachary",4.5,2,Not Hot,4,Languages,Duke
"Euben, Peter",4.4,12,Not Hot,2.8,Political Science,Duke
"Evelev, John", ,0,Not Hot, ,English,Duke
"Ewing, Kathy",1.9,7,Not Hot,3.7,Anthropology,Duke
"Faber, Michael",4,1,Not Hot,3,Political Science,Duke
"Falba, Tracy",2.7,3,Not Hot,3.3,Economics,Duke
"Falconi, Heraldo",4.8,6,Hot,4,Languages,Duke
"Farred, Grant",2.8,12,Hot,1.8,Literature,Duke
"Fastarchan, Bolen",5,1,Hot,5,Computer Science,Duke
"Feeley, Lynne", ,0,Hot, ,English,Duke
"Feng, Gang",2.1,12,Not Hot,3.8,Psychology,Duke
"Fenwick, Virginia", ,0,Not Hot, ,Psychology,Duke
"Fernandez, Bethzaida",4.8,17,Hot,3.2,Languages,Duke
"Ferney, Christian",3.5,1,Not Hot,5,Ethnic Studies,Duke
"Ferrerrese, Sergio",4.4,9,Hot,3.9,Languages,Duke
"Findley, Samuel",3.9,5,Not Hot,3.4,Classics,Duke
"Faris, Marc",4.9,7,Not Hot,3.3,Music,Duke
"Fasan, Jacques",2.8,3,Not Hot,2.7,History,Duke
"Feaver, Peter",3.6,38,Not Hot,2.3,Political Science,Duke
"Fellin, Luciana",4.2,2,Not Hot,3,Languages,Duke
"Fenn, Elizabeth",4.7,19,Not Hot,3.4,History,Duke
"Ferejohn, Michael",4.5,13,Not Hot,3.3,Philosophy,Duke
"Fernandez Gonzalez, Ana",4.5,3,Not Hot,3.7,Spanish,Duke
"Ferraro, Thomas",3.7,23,Hot,2.2,English,Duke
"Fick, Bill",4.5,6,Hot,4.2,Fine Arts,Duke
"Finger, Stephen", ,0,Not Hot, ,Economics,Duke
"Finkelstein, Gleb",4,1,Not Hot,2,Physics,Duke
"Fish, Peter",3.1,5,Not Hot,2.4,Political Science,Duke
"Fisk, Catherine",4.5,1,Not Hot,1,Law,Duke
"Fitzgerald, Michael",3.1,5,Not Hot,2.8,Chemistry,Duke
"Fitzpatrick, James",4.4,6,Hot,4.3,Languages,Duke
"Fitzpatrick, Joseph",4,1,Not Hot,3,English,Duke
"Flanagan, Owen",3.7,21,Not Hot,3.7,Philosophy,Duke
"Fleet, Christine",4,6,Not Hot,3.8,Writing,Duke
"Florand, Laura",4.3,20,Not Hot,3.5,Languages,Duke
